candidate_id,candidate_key,first_name,incumbent,last_name,name_display,order,party_id,percent,percent_display,seat,state_id,votes,winner
bagwell-65690,bagwellt,Tom,,Bagwell,Tom Bagwell,3,libertarian,2.3,2.3,12,MI,7489,
calewarts-65691,calewartsd,Dylan,,Calewarts,Dylan Calewarts,4,green,1.3,1.3,12,MI,4377,
conyers-806,conyersj,John,True,Conyers,John Conyers Jr.,2,democrat,77.1,77.1,13,MI,198771,True
gorman-64121,gormanj,Jeff,,Gorman,Jeff Gorman,1,republican,15.7,15.7,13,MI,40541,
hayden-65692,haydent,Tiffany,,Hayden,Tiffany Hayden,3,libertarian,3.7,3.7,13,MI,9648,
johnson-64444,johnsons,Sam,,Johnson,Sam Johnson,4,working-class,3.4,3.4,13,MI,8835,
lawrence-62943,lawrenceb,Brenda,True,Lawrence,Brenda Lawrence,2,democrat,78.5,78.5,14,MI,244135,True
klausner-65342,klausnerh,Howard,,Klausner,Howard Klausner,1,republican,18.7,18.7,14,MI,58103,
creswell-23437,creswellg,Gregory,,Creswell,Gregory Creswell,3,libertarian,1.6,1.6,14,MI,4893,
squier-65693,squierm,Marcia,,Squier,Marcia Squier,4,green,1.2,1.2,14,MI,3843,
walz-51531,walzt,Tim,True,Walz,Tim Walz,2,democrat,50.4,50.4,1,MN,169074,True
hagedorn-63961,hagedornj,Jim,,Hagedorn,Jim Hagedorn,1,republican,49.6,49.6,1,MN,166526,
lewis-65484,lewisj,Jason,,Lewis,Jason Lewis,1,republican,47.0,47.0,2,MN,173970,True
craig-65481,craiga,Angie,,Craig,Angie Craig,2,democrat,45.2,45.2,2,MN,167315,
overby-63963,overbyp,Paula,,Overby,Paula Overby,3,independence,7.8,7.8,2,MN,28869,
paulsen-55233,paulsene,Erik,True,Paulsen,Erik Paulsen,1,republican,56.9,56.9,3,MN,223077,True
bonoff-65486,bonofft,Terri,,Bonoff,Terri Bonoff,2,democrat,43.1,43.1,3,MN,169243,
mccollum-989,mccollumb,Betty,True,McCollum,Betty McCollum,2,democrat,57.8,57.8,4,MN,203299,True
ryan-65488,ryang,Greg,,Ryan,Greg Ryan,1,republican,34.4,34.4,4,MN,121032,
pendergast-sindt-65496,pendergast_sindts,Susan,,Pendergast Sindt,Susan Pendergast Sindt,3,independent,7.7,7.7,4,MN,27152,
ellison-55265,ellisonk,Keith,True,Ellison,Keith Ellison,2,democrat,69.2,69.2,5,MN,249964,True
drake-65490,drakef,Frank,,Drake,Frank Drake,1,republican,22.3,22.3,5,MN,80660,
schuller-65541,schullerd,Dennis,,Schuller,Dennis Schuller,3,independent,8.5,8.5,5,MN,30759,
emmer-60721,emmert,Tom,True,Emmer,Tom Emmer,1,republican,65.7,65.7,6,MN,235380,True
snyder-65492,snyderd,David,,Snyder,David Snyder,2,democrat,34.3,34.3,6,MN,123008,
peterson-1333,petersonc,Collin,True,Peterson,Collin C. Peterson,2,democrat,52.5,52.5,7,MN,173589,True
hughes-65495,hughesd,Dave,,Hughes,Dave Hughes,1,republican,47.5,47.5,7,MN,156952,
nolan-62587,nolanr,Rick,True,Nolan,Rick Nolan,2,democrat,50.3,50.3,8,MN,179098,True
mills-63971,millss,Stewart,,Mills,Stewart Mills,1,republican,49.7,49.7,8,MN,177089,
clay-1337,clayl,Lacy,True,Clay,William Lacy Clay,1,democrat,75.5,75.5,1,MO,236993,True
bailey-65386,baileys,Steven,,Bailey,Steven Bailey,2,republican,20.0,20.0,1,MO,62714,
cunningham-51610,cunninghamr,Robb,,Cunningham,Robb Cunningham,3,libertarian,4.6,4.6,1,MO,14317,
wagner-62594,wagnera,Ann,True,Wagner,Ann Wagner,2,republican,58.5,58.5,2,MO,241954,True
otto-65409,ottob,Bill,,Otto,Bill Otto,1,democrat,37.7,37.7,2,MO,155689,
higgins-1338,higginsj,Jim,,Higgins,Jim Higgins,3,libertarian,2.8,2.8,2,MO,11758,
arnold-65816,arnoldd,David,,Arnold,David Arnold,4,green,0.9,0.9,2,MO,3895,
luetkemeyer-55466,luetkemeyerb,Blaine,True,Luetkemeyer,Blaine Luetkemeyer,2,republican,67.8,67.8,3,MO,249865,True
miller-65410,millerk,Kevin,,Miller,Kevin Miller,1,democrat,27.9,27.9,3,MO,102891,
hogan-65388,hogand,Dan,,Hogan,Dan Hogan,3,libertarian,3.2,3.2,3,MO,11962,
simmons-65389,simmonsd,Doanita,,Simmons,Doanita Simmons,4,constitution,1.0,1.0,3,MO,3605,
hartzler-29019,hartzlerv,Vicky,True,Hartzler,Vicky Hartzler,2,republican,67.8,67.8,4,MO,225348,True
christensen-65390,christenseng,Gordon,,Christensen,Gordon Christensen,1,democrat,27.8,27.8,4,MO,92510,
bliss-65391,blissm,Mark,,Bliss,Mark Bliss,3,libertarian,4.3,4.3,4,MO,14376,
cleaver-50040,cleavere,Emanuel,True,Cleaver,Emanuel Cleaver II,1,democrat,58.8,58.8,5,MO,190766,True
turk-51614,turkj,Jacob,,Turk,Jacob Turk,2,republican,38.2,38.2,5,MO,123771,
welborn-64298,welbornr,Roy,,Welborn,Roy Welborn,3,libertarian,3.0,3.0,5,MO,9733,
graves-1342,gravess,Sam,True,Graves,Sam Graves,2,republican,68.0,68.0,6,MO,238388,True
blackwell-65411,blackwelld,David,,Blackwell,David Blackwell,1,democrat,28.4,28.4,6,MO,99692,
monchil-62425,monchilr,Russ,,Monchil,Russ Monchil,3,libertarian,2.3,2.3,6,MO,8123,
diel-65817,dielm,Mike,,Diel,Mike Diel,4,green,1.2,1.2,6,MO,4241,
long-61089,longb,Billy,True,Long,Billy Long,2,republican,67.5,67.5,7,MO,228692,True
williams-64303,williamsg,Genevieve,,Williams,Genevieve Williams,1,democrat,27.4,27.4,7,MO,92756,
brixey-65402,brixeyb,Benjamin,,Brixey,Benjamin Brixey,3,libertarian,5.1,5.1,7,MO,17153,
smith-62802,smithj,Jason,True,Smith,Jason Smith,2,republican,74.4,74.4,8,MO,229792,True
cowell-65403,cowelld,Dave,,Cowell,Dave Cowell,1,democrat,22.7,22.7,8,MO,70009,
shell-65405,shellj,Jonathan,,Shell,Jonathan Shell,3,libertarian,2.9,2.9,8,MO,9070,
kelly-64498,kellyt,Trent,True,Kelly,Trent Kelly,1,republican,68.7,68.7,1,MS,206455,True
owens-64682,owensj,Jacob,,Owens,Jacob Owens,2,democrat,27.9,27.9,1,MS,83947,
wilson-65501,wilsonc,Chase,,Wilson,Chase Wilson,4,libertarian,2.1,2.1,1,MS,6181,
toole-64537,toolec,Cathy,,Toole,Cathy Toole,3,reform,1.3,1.3,1,MS,3840,
thompson-1335,thompsonb,Bennie,True,Thompson,Bennie Thompson,2,democrat,67.1,67.1,2,MS,192343,True
bouie-64684,bouiej,John,,Bouie,John Bouie,1,republican,29.1,29.1,2,MS,83542,
ray-64225,rayt,Troy,,Ray,Troy Ray,4,independent,2.4,2.4,2,MS,6918,
mcleod-65502,mcleodj,Johnny,,McLeod,Johnny McLeod,3,reform,1.3,1.3,2,MS,3823,
harper-57825,harperg,Gregg,True,Harper,Gregg Harper,1,republican,66.2,66.2,3,MS,209490,True
quinn-63543,quinnd,Dennis,,Quinn,Dennis Quinn,2,democrat,30.4,30.4,3,MS,96101,
gerrard-64227,gerrardr,Roger,,Gerrard,Roger Gerrard,3,veterans-party-of-america,2.7,2.7,3,MS,8696,
sheets-65503,sheetsl,Lajena,,Sheets,Lajena Sheets,4,reform,0.7,0.7,3,MS,2158,
palazzo-60439,palazzos,Steven,True,Palazzo,Steven M. Palazzo,2,republican,65.0,65.0,4,MS,181323,True
gladney-64686,gladneym,Mark,,Gladney,Mark Gladney,1,democrat,27.8,27.8,4,MS,77505,
mccluskey-65504,mccluskeyr,Richard,,McCluskey,Richard McCluskey,3,libertarian,5.3,5.3,4,MS,14687,
ohara-28217,oharas,Shawn,,O'Hara,Shawn O'Hara,4,reform,1.9,1.9,4,MS,5264,
zinke-63730,zinker,Ryan,True,Zinke,Ryan Zinke,2,republican,56.2,56.2,1,MT,285358,True
juneau-65129,juneaud,Denise,,Juneau,Denise Juneau,1,democrat,40.5,40.5,1,MT,205919,
breckenridge-65829,breckenridger,Rick,,Breckenridge,Rick Breckenridge,3,libertarian,3.3,3.3,1,MT,16554,
butterfield-34352,butterfieldg,G.K.,True,Butterfield,G.K. Butterfield,2,democrat,68.6,68.6,1,NC,240661,True
dew-64971,dewh,H. Powell,,Dew,H. Powell Dew,1,republican,29.0,29.0,1,NC,101567,
summerell-65331,summerellj,J.J.,,Summerell,J.J. Summerell,3,libertarian,2.4,2.4,1,NC,8471,
holding-61779,holdingg,George,True,Holding,George Holding,1,republican,56.7,56.7,2,NC,221485,True
mcneil-64748,mcneilj,John,,McNeil,John McNeil,2,democrat,43.3,43.3,2,NC,169082,
jones-1362,jonesw,Walter,True,Jones,Walter B. Jones,1,republican,67.2,67.2,3,NC,217531,True
reeves-63303,reevese,Ernest,,Reeves,Ernest Reeves,2,democrat,32.8,32.8,3,NC,106170,
price-450,priced,David,True,Price,David E. Price,2,democrat,68.2,68.2,4,NC,279380,True
googe-64736,googes,Sue,,Googe,Sue Googe,1,republican,31.8,31.8,4,NC,130161,
foxx-1877,foxxv,Virginia,True,Foxx,Virginia Foxx,1,republican,58.4,58.4,5,NC,207625,True
brannon-63385,brannonj,Josh,,Brannon,Josh Brannon,2,democrat,41.6,41.6,5,NC,147887,
walker-63389,walkerm,Mark,True,Walker,Mark Walker,1,republican,59.2,59.2,6,NC,207983,True
glidewell-64739,glidewellp,Pete,,Glidewell,Pete Glidewell,2,democrat,40.8,40.8,6,NC,143167,
rouzer-35605,rouzerd,David,True,Rouzer,David Rouzer,1,republican,60.9,60.9,7,NC,211801,True
casteen-63398,casteenj,J. Wesley,,Casteen,J. Wesley Casteen,2,democrat,39.1,39.1,7,NC,135905,
hudson-61758,hudsonr,Richard,True,Hudson,Richard Hudson,1,republican,58.8,58.8,8,NC,189863,True
mills-64741,millst,Thomas,,Mills,Thomas Mills,2,democrat,41.2,41.2,8,NC,133182,
pittenger-56030,pittengerr,Robert,True,Pittenger,Robert Pittenger,1,republican,58.2,58.2,9,NC,193452,True
cano-64742,canoc,Christian,,Cano,Christian Cano,2,democrat,41.8,41.8,9,NC,139041,
mchenry-35265,mchenryp,Patrick,True,McHenry,Patrick T. McHenry,1,republican,63.1,63.1,10,NC,220825,True
millard-64744,millarda,Andy,,Millard,Andy Millard,2,democrat,36.9,36.9,10,NC,128919,
meadows-61773,meadowsm,Mark,True,Meadows,Mark Meadows,1,republican,64.1,64.1,11,NC,230405,True
bryson-64745,brysonr,Rick,,Bryson,Rick Bryson,2,democrat,35.9,35.9,11,NC,129103,
adams-55929,adamsa,Alma,True,Adams,Alma Adams,2,democrat,67.0,67.0,12,NC,234115,True
threatt-63409,threattl,Leon,,Threatt,Leon Threatt,1,republican,33.0,33.0,12,NC,115185,
budd-64970,buddt,Ted,,Budd,Ted Budd,1,republican,56.1,56.1,13,NC,199443,True
davis-63388,davisb,Bruce,,Davis,Bruce Davis,2,democrat,43.9,43.9,13,NC,156049,
cramer-62068,cramerk,Kevin,True,Cramer,Kevin Cramer,2,republican,69.2,69.2,1,ND,233980,True
iron-eyes-64940,iron_eyesc,Chase,,Iron Eyes,Chase Iron Eyes,1,democrat,23.8,23.8,1,ND,80377,
seaman-63832,seamanj,Jack,,Seaman,Jack Seaman,3,libertarian,7.0,7.0,1,ND,23528,
fortenberry-49989,fortenberryj,Jeff,True,Fortenberry,Jeff Fortenberry,1,republican,69.5,69.5,1,NE,189771,True
wik-64837,wikd,Daniel,,Wik,Daniel Wik,2,democrat,30.5,30.5,1,NE,83467,
bacon-64838,bacond,Don,,Bacon,Don Bacon,1,republican,48.9,48.9,2,NE,141066,True
ashford-63450,ashfordb,Brad,True,Ashford,Brad Ashford,2,democrat,47.7,47.7,2,NE,137602,
laird-59388,lairds,Steven,,Laird,Steven Laird,3,libertarian,3.3,3.3,2,NE,9640,
smith-30010,smitha,Adrian,True,Smith,Adrian Smith,1,republican,0.0,0.0,3,NE,0,True
shea-porter-53539,shea_porterc,Carol,,Shea-Porter,Carol Shea-Porter,5,democrat,44.3,44.3,1,NH,162080,True
guinta-61212,guintaf,Frank,True,Guinta,Frank C. Guinta,1,republican,43.0,43.0,1,NH,157176,
oconnor-65444,oconnors,Shawn,,O'Connor,Shawn O'Connor,4,independent,9.5,9.5,1,NH,34735,
kelly-62708,kellyb,Brendan,,Kelly,Brendan Kelly,2,independent,1.7,1.7,1,NH,6074,
lombardo-65447,lombardor,Robert,,Lombardo,Robert Lombardo,3,libertarian,1.5,1.5,1,NH,5507,
kuster-61213,kustera,Ann,True,Kuster,Ann McLane Kuster,2,democrat,49.8,49.8,2,NH,174371,True
lawrence-56432,lawrencej,Jim,,Lawrence,Jim Lawrence,3,republican,45.3,45.3,2,NH,158825,
babiarz-1072,babiarzj,John,,Babiarz,John Babiarz,1,independent,4.9,4.9,2,NH,17076,
norcross-63457,norcrossd,Donald,True,Norcross,Donald Norcross,1,democrat,60.0,60.0,1,NJ,183231,True
patterson-65128,pattersonb,Bob,,Patterson,Bob Patterson,2,republican,36.8,36.8,1,NJ,112388,
tomaszewski-63892,tomaszewskis,Scot,,Tomaszewski,Scot Tomaszewski,4,independent,1.8,1.8,1,NJ,5473,
sihr-65704,sihrw,William,,Sihr,William Sihr,5,libertarian,0.8,0.8,1,NJ,2410,
berman-63890,bermanm,Mike,,Berman,Mike Berman,3,independent,0.6,0.6,1,NJ,1971,
lobiondo-371,lobiondof,Frank,True,LoBiondo,Frank A. LoBiondo,2,republican,59.2,59.2,2,NJ,176338,True
cole-63458,coled,David,,Cole,David Cole,1,democrat,37.2,37.2,2,NJ,110838,
ordille-62573,ordillej,John,,Ordille,John Ordille,7,libertarian,1.3,1.3,2,NJ,3773,
keenan-65355,keenanj,James,,Keenan,James Keenan,6,independent,0.9,0.9,2,NJ,2653,
fenichel-31103,fenichels,Steven,,Fenichel,Steven Fenichel,4,independent,0.5,0.5,2,NJ,1574,
beechwood-65356,beechwoode,Eric,,Beechwood,Eric Beechwood,3,independent,0.5,0.5,2,NJ,1387,
franco-65354,francog,Gabriel,,Franco,Gabriel Franco,5,independent,0.4,0.4,2,NJ,1232,
macarthur-63460,macarthurt,Tom,True,MacArthur,Tom MacArthur,2,republican,59.3,59.3,3,NJ,194596,True
lavergne-62575,lavergnef,Frederick,,LaVergne,Frederick LaVergne,1,democrat,38.9,38.9,3,NJ,127526,
berlinski-65357,berlinskil,Lawrence,,Berlinski,Lawrence Berlinski,3,constitution,1.8,1.8,3,NJ,5938,
smith-1352,smithc,Chris,True,Smith,Christopher H. Smith,2,republican,63.7,63.7,4,NJ,211992,True
phillipson-65114,phillipsonl,Lorna,,Phillipson,Lorna Phillipson,1,democrat,33.5,33.5,4,NJ,111532,
schroeder-63128,schroederh,Hank,,Schroeder,Hank Schroeder,4,independent,1.8,1.8,4,NJ,5840,
marcus-65359,marcusj,Jeremy,,Marcus,Jeremy Marcus,3,libertarian,1.0,1.0,4,NJ,3320,
gottheimer-65116,gottheimerj,Joshua,,Gottheimer,Joshua Gottheimer,1,democrat,51.1,51.1,5,NJ,172587,True
garrett-556,garretts,Scott,True,Garrett,Scott Garrett,2,republican,46.7,46.7,5,NJ,157690,
belusic-65362,belusicc,Claudio,,Belusic,Claudio Belusic,3,libertarian,2.2,2.2,5,NJ,7424,
pallone-375,pallonef,Frank,True,Pallone,Frank Pallone Jr.,1,democrat,63.7,63.7,6,NJ,167895,True
sonnek-schmelz-65126,sonnek_schmelzb,Brent,,Sonnek-Schmelz,Brent Sonnek-Schmelz,2,republican,34.9,34.9,6,NJ,91908,
malliah-65363,malliahr,Rajit,,Malliah,Rajit Malliah,3,green,0.7,0.7,6,NJ,1912,
shamy-65364,shamyj,Judith,,Shamy,Judith Shamy,4,libertarian,0.7,0.7,6,NJ,1720,
lance-56743,lancel,Leonard,True,Lance,Leonard Lance,2,republican,54.1,54.1,7,NJ,185850,True
jacob-65118,jacobp,Peter,,Jacob,Peter Jacob,1,democrat,43.1,43.1,7,NJ,148188,
oneill-65372,oneilld,Dan,,O'Neill,Dan O'Neill,4,libertarian,1.6,1.6,7,NJ,5343,
haussmann-65365,haussmanna,Arthur,,Haussmann,Arthur Haussmann,3,independent,1.2,1.2,7,NJ,4254,
sires-56705,siresa,Albio,True,Sires,Albio Sires,1,democrat,77.0,77.0,8,NJ,134733,True
khan-65119,khana,Agha,,Khan,Agha Khan,2,republican,18.5,18.5,8,NJ,32337,
olivera-62581,oliverap,Pablo,,Olivera,Pablo Olivera,4,independent,2.5,2.5,8,NJ,4381,
delaney-65366,delaneyd,Dan,,Delaney,Dan Delaney,3,libertarian,2.0,2.0,8,NJ,3438,
pascrell-378,pascrellb,Bill,True,Pascrell,Bill Pascrell Jr.,1,democrat,69.7,69.7,9,NJ,162642,True
castillo-51418,castilloh,Hector,,Castillo,Hector Castillo,2,republican,28.0,28.0,9,NJ,65376,
rivera-65367,riverad,Diego,,Rivera,Diego Rivera,4,libertarian,1.4,1.4,9,NJ,3327,
boss-59593,bossj,Jeff,,Boss,Jeff Boss,3,independent,0.8,0.8,9,NJ,1897,
payne-jr-382,payne_jrd,Donald,True,Payne Jr.,Donald M. Payne Jr.,1,democrat,85.7,85.7,10,NJ,190856,True
pinckney-65121,pinckneyd,David,,Pinckney,David Pinckney,2,republican,11.9,11.9,10,NJ,26450,
miller-60459,millerj,Joanne,,Miller,Joanne Miller,4,independent,1.7,1.7,10,NJ,3719,
fraser-63470,frasera,Aaron,,Fraser,Aaron Fraser,3,independent,0.8,0.8,10,NJ,1746,
frelinghuysen-384,frelinghuysenr,Rodney,True,Frelinghuysen,Rodney Frelinghuysen,2,republican,58.0,58.0,11,NJ,194299,True
wenzel-65123,wenzelj,Joseph,,Wenzel,Joseph Wenzel,1,democrat,38.9,38.9,11,NJ,130162,
depasquale-65368,depasqualet,Thomas,,Depasquale,Thomas Depasquale,3,independent,2.1,2.1,11,NJ,7056,
hetrick-65369,hetrickj,Jeff,,Hetrick,Jeff Hetrick,4,libertarian,1.0,1.0,11,NJ,3475,
watson-coleman-31050,watson_colemanb,Bonnie,True,Watson Coleman,Bonnie Watson Coleman,1,democrat,62.9,62.9,12,NJ,181430,True
uccio-65124,uccios,Steven,,Uccio,Steven Uccio,2,republican,32.0,32.0,12,NJ,92407,
forchion-51190,forchione,Edward,,Forchion,Edward Forchion,5,independent,2.1,2.1,12,NJ,6094,
shapiro-62576,shapiror,Robert,,Shapiro,Robert Shapiro,6,independent,1.0,1.0,12,NJ,2775,
fitzpatrick-65371,fitzpatrickt,Thomas,,Fitzpatrick,Thomas Fitzpatrick,4,libertarian,0.9,0.9,12,NJ,2482,
welzer-58874,welzers,Steven,,Welzer,Steven Welzer,7,green,0.7,0.7,12,NJ,2135,
bollentin-65370,bollentinm,Michael,,Bollentin,Michael Bollentin,3,independent,0.5,0.5,12,NJ,1311,
lujan-grisham-59726,lujan_grishamm,Michelle,True,Lujan Grisham,Michelle Lujan Grisham,2,democrat,65.1,65.1,1,NM,181088,True
priem-63675,priemr,Richard,,Priem,Richard Priem,1,republican,34.9,34.9,1,NM,96879,
pearce-31918,pearces,Steve,True,Pearce,Steve Pearce,1,republican,62.7,62.7,2,NM,143515,True
soules-64932,soulesm,Merrie Lee,,Soules,Merrie Lee Soules,2,democrat,37.3,37.3,2,NM,85232,
lujan-56805,lujanb,Ben Ray,True,Lujan,Ben Ray Luján,2,democrat,62.4,62.4,3,NM,170612,True
romero-64934,romerom,Michael,,Romero,Michael Romero,1,republican,37.6,37.6,3,NM,102730,
titus-30878,titusd,Dina,True,Titus,Dina Titus,4,democrat,61.9,61.9,1,NV,116537,True
perry-65158,perrym,Mary,,Perry,Mary Perry,3,republican,28.8,28.8,1,NV,54174,
dsilva-65517,dsilvar,Reuben,,D'Silva,Reuben D'Silva,2,no-party-designation,7.4,7.4,1,NV,13897,
bakari-64033,bakarik,Kamau,,Bakari,Kamau Bakari,1,independent-american,2.0,2.0,1,NV,3744,
amodei-56930,amodeim,Mark,True,Amodei,Mark Amodei,1,republican,58.3,58.3,2,NV,182676,True
evans-65159,evansc,Chip,,Evans,Chip Evans,2,democrat,36.9,36.9,2,NV,115722,
everhart-59547,everhartj,John,,Everhart,John Everhart,3,independent-american,2.8,2.8,2,NV,8693,
knight-65519,knightd,Drew,,Knight,Drew Knight,4,no-party-designation,2.0,2.0,2,NV,6245,
rosen-65163,rosenj,Jacky,,Rosen,Jacky Rosen,3,democrat,47.2,47.2,3,NV,146869,True
tarkanian-60365,tarkaniand,Danny,,Tarkanian,Danny Tarkanian,4,republican,46.0,46.0,3,NV,142926,
markowitz-65516,markowitzw,Warren,,Markowitz,Warren Markowitz,2,independent-american,3.7,3.7,3,NV,11602,
goossen-64034,goossend,David,,Goossen,David Goossen,1,no-party-designation,3.1,3.1,3,NV,9566,
kihuen-65173,kihuenr,Ruben,,Kihuen,Ruben Kihuen,3,democrat,48.5,48.5,4,NV,128985,True
hardy-63776,hardyc,Cresent,True,Hardy,Cresent Hardy,2,republican,44.5,44.5,4,NV,118328,
brown-62080,browns,Steve,,Brown,Steve Brown,1,libertarian,3.8,3.8,4,NV,10206,
little-64369,littlem,Mike,,Little,Mike Little,4,independent-american,3.1,3.1,4,NV,8327,
zeldin-59740,zeldinl,Lee,True,Zeldin,Lee Zeldin,2,republican,58.2,58.2,1,NY,188499,True
throne-holst-65237,throne_holsta,Anna,,Throne-Holst,Anna Throne-Holst,1,democrat,41.8,41.8,1,NY,135278,
king-1514,kingp,Peter,True,King,Peter T. King,2,republican,62.1,62.1,2,NY,181506,True
gregory-65206,gregoryd,DuWayne,,Gregory,DuWayne Gregory,1,democrat,37.9,37.9,2,NY,110938,
suozzi-33896,suozzit,Thomas,,Suozzi,Thomas Suozzi,1,democrat,53.0,53.0,3,NY,171775,True
martins-59802,martinsj,Jack,,Martins,Jack Martins,2,republican,47.0,47.0,3,NY,152304,
rice-63736,ricek,Kathleen,True,Rice,Kathleen Rice,1,democrat,59.6,59.6,4,NY,186423,True
gurfein-65210,gurfeind,David,,Gurfein,David Gurfein,2,republican,40.4,40.4,4,NY,126438,
meeks-1521,meeksg,Gregory,True,Meeks,Gregory W. Meeks,1,democrat,85.5,85.5,5,NY,199815,True
oreilly-65239,oreillym,Michael,,O'Reilly,Michael O'Reilly,2,republican,13.0,13.0,5,NY,30312,
francois-65212,francoisf,Frank,,Francois,Frank Francois,4,green,1.5,1.5,5,NY,3587,
meng-62304,mengg,Grace,True,Meng,Grace Meng,1,democrat,72.1,72.1,6,NY,136506,True
maio-33246,maiod,Danniel,,Maio,Danniel Maio,2,republican,26.7,26.7,6,NY,50617,
bhatti-65830,bhattih,Haris,,Bhatti,Haris Bhatti,6,other,1.1,1.1,6,NY,2123,
velazquez-1535,velazquezn,Nydia,True,Velazquez,Nydia M. Velázquez,1,democrat,90.8,90.8,7,NY,172146,True
romaguera-33669,romagueraa,Allan,,Romaguera,Allan Romaguera,2,republican,9.2,9.2,7,NY,17478,
jeffries-33006,jeffriesh,Hakeem,True,Jeffries,Hakeem Jeffries,1,democrat,93.3,93.3,8,NY,214595,True
cavanagh-62310,cavanaghd,Daniel,,Cavanagh,Daniel Cavanagh,2,conservative,6.7,6.7,8,NY,15401,
clarke-32471,clarkey,Yvette,True,Clarke,Yvette D. Clarke,1,democrat,92.4,92.4,9,NY,214189,True
bellone-62308,bellonea,Alan,,Bellone,Alan Bellone,2,conservative,7.6,7.6,9,NY,17576,
nadler-1525,nadlerj,Jerrold,True,Nadler,Jerrold Nadler,1,democrat,78.1,78.1,10,NY,192371,True
rosenthal-65215,rosenthalp,Philip,,Rosenthal,Philip Rosenthal,2,republican,21.9,21.9,10,NY,53857,
donovan-32620,donovand,Dan,True,Donovan,Dan Donovan,2,republican,61.6,61.6,11,NY,142934,True
reichard-65216,reichardr,Richard,,Reichard,Richard Reichard,1,democrat,36.7,36.7,11,NY,85257,
bardel-1539,bardelh,Henry,,Bardel,Henry Bardel,4,green,1.7,1.7,11,NY,3906,
maloney-1541,maloneyc,Carolyn,True,Maloney,Carolyn B. Maloney,1,democrat,83.2,83.2,12,NY,244358,True
ardini-65218,ardinir,Robert,,Ardini,Robert Ardini,2,republican,16.8,16.8,12,NY,49398,
espaillat-57004,espaillata,Adriano,,Espaillat,Adriano Espaillat,1,democrat,88.8,88.8,13,NY,207194,True
evans-65242,evanst,Tony,,Evans,Tony Evans,2,republican,6.9,6.9,13,NY,16089,
vila-rivera-63745,vila_riverad,Daniel,,Vila Rivera,Daniel Vila Rivera,3,green,3.5,3.5,13,NY,8248,
fenstermaker-65822,fenstermakers,Scott,,Fenstermaker,Scott Fenstermaker,5,other,0.8,0.8,13,NY,1877,
crowley-1523,crowleyj,Joe,True,Crowley,Joseph Crowley,1,democrat,82.9,82.9,14,NY,147587,True
spotorno-65220,spotornof,Frank,,Spotorno,Frank Spotorno,2,republican,17.1,17.1,14,NY,30545,
serrano-1545,serranoj,Jose E.,True,Serrano,José E. Serrano,1,democrat,95.3,95.3,15,NY,165688,True
vega-65222,vegaa,Alejandro,,Vega,Alejandro Vega,2,republican,3.5,3.5,15,NY,6129,
ramirez-63748,ramireze,Eduardo,,Ramirez,Eduardo Ramirez,3,conservative,1.2,1.2,15,NY,2104,
engel-1547,engele,Eliot,True,Engel,Eliot L. Engel,1,democrat,94.7,94.7,16,NY,209857,True
lawrence-65674,lawrenced,Derickson,,Lawrence,Derickson Lawrence,4,other,5.3,5.3,16,NY,11825,
lowey-1551,loweyn,Nita,True,Lowey,Nita M. Lowey,1,democrat,0.0,0.0,17,NY,0,True
maloney-62318,maloneys,Sean Patrick,True,Maloney,Sean Patrick Maloney,1,democrat,55.6,55.6,18,NY,162060,True
oliva-65224,olivap,Phil,,Oliva,Phil Oliva,2,republican,44.4,44.4,18,NY,129369,
faso-32696,fasoj,John,,Faso,John Faso,2,republican,54.1,54.1,19,NY,166171,True
teachout-64351,teachoutz,Zephyr,,Teachout,Zephyr Teachout,1,democrat,45.9,45.9,19,NY,141224,
tonko-57037,tonkop,Paul,True,Tonko,Paul Tonko,1,democrat,67.9,67.9,20,NY,213021,True
vitollo-65228,vitolloj,Joe,,Vitollo,Joe Vitollo,2,republican,32.1,32.1,20,NY,100738,
stefanik-63754,stefanike,Elise,True,Stefanik,Elise Stefanik,2,republican,65.3,65.3,21,NY,177886,True
derrick-65229,derrickm,Mike,,Derrick,Mike Derrick,1,democrat,30.2,30.2,21,NY,82161,
funiciello-63755,funiciellom,Matthew,,Funiciello,Matthew Funiciello,4,green,4.6,4.6,21,NY,12452,
tenney-63809,tenneyc,Claudia,,Tenney,Claudia Tenney,2,republican,46.5,46.5,22,NY,129444,True
myers-65230,myersk,Kim,,Myers,Kim Myers,1,democrat,41.1,41.1,22,NY,114266,
babinec-65231,babinecm,Martin,,Babinec,Martin Babinec,5,reform,12.4,12.4,22,NY,34638,
reed-60935,reedt,Thomas,True,Reed,Thomas Reed,2,republican,57.6,57.6,23,NY,161050,True
plumb-65232,plumbj,John,,Plumb,John Plumb,1,democrat,42.4,42.4,23,NY,118584,
katko-63757,katkoj,John,True,Katko,John Katko,2,republican,60.6,60.6,24,NY,182761,True
deacon-65233,deaconc,Colleen,,Deacon,Colleen Deacon,1,democrat,39.4,39.4,24,NY,119040,
slaughter-1581,slaughterl,Louise,True,Slaughter,Louise M. Slaughter,1,democrat,56.2,56.2,25,NY,182950,True
assini-1835,assinim,Mark,,Assini,Mark Assini,2,republican,43.8,43.8,25,NY,142650,
higgins-32940,higginsb,Brian,True,Higgins,Brian Higgins,1,democrat,74.6,74.6,26,NY,215289,True
schratz-65235,schratzs,Shelly,,Schratz,Shelly Schratz,2,republican,25.4,25.4,26,NY,73377,
