candidate_id,candidate_key,first_name,incumbent,last_name,name_display,order,party_id,percent,percent_display,seat,state_id,votes,winner
diaz-balart-878,diaz_balartm,Mario,True,Diaz-Balart,Mario Diaz-Balart,1,republican,62.4,62.4,25,FL,157921,True
valdes-65763,valdesa,Alina,,Valdes,Alina Valdes,2,democrat,37.6,37.6,25,FL,95319,
curbelo-64170,curbeloc,Carlos,True,Curbelo,Carlos Curbelo,1,republican,52.9,52.9,26,FL,148547,True
garcia-58641,garciaj,Joe,,Garcia,Joe Garcia,2,democrat,41.2,41.2,26,FL,115493,
peixoto-62152,peixotoj,Jose,,Peixoto,Jose Peixoto,3,no-party-affiliation,5.9,5.9,26,FL,16502,
ros-lehtinen-867,ros_lehtineni,Ileana,True,Ros-Lehtinen,Ileana Ros-Lehtinen,1,republican,54.9,54.9,27,FL,157917,True
fuhrman-65672,fuhrmans,Scott,,Fuhrman,Scott Fuhrman,2,democrat,45.1,45.1,27,FL,129760,
carter-63354,carterb,Buddy,True,Carter,Earl L. Buddy Carter,1,republican,0.0,0.0,1,GA,0,True
bishop-1253,bishops,Sanford,True,Bishop,Sanford D. Bishop Jr.,2,democrat,61.2,61.2,2,GA,148543,True
duke-63358,dukeg,Greg,,Duke,Greg Duke,1,republican,38.8,38.8,2,GA,94056,
ferguson-64902,fergusond,Drew,,Ferguson,Drew Ferguson,1,republican,68.3,68.3,3,GA,207218,True
pendley-64884,pendleya,Angela,,Pendley,Angela Pendley,2,democrat,31.7,31.7,3,GA,95969,
johnson-59400,johnsonh,Hank,True,Johnson,Hank Johnson,2,democrat,75.7,75.7,4,GA,220146,True
armendariz-61317,armendarizv,Victor,,Armendariz,Victor Armendariz,1,republican,24.3,24.3,4,GA,70593,
lewis-833,lewisj,John,True,Lewis,John Lewis,2,democrat,84.4,84.4,5,GA,253781,True
bell-64890,belld,Douglas,,Bell,Douglas Bell,1,republican,15.6,15.6,5,GA,46768,
price-12873,pricet,Tom,True,Price,Tom Price,1,republican,61.7,61.7,6,GA,201088,True
stooksbury-64891,stooksburyr,Rodney,,Stooksbury,Rodney Stooksbury,2,democrat,38.3,38.3,6,GA,124917,
woodall-61021,woodallr,Rob,True,Woodall,Rob Woodall,1,republican,60.4,60.4,7,GA,174081,True
malik-64892,malikr,Rashid,,Malik,Rashid Malik,2,democrat,39.6,39.6,7,GA,114220,
scott-13031,scotta,Austin,True,Scott,Austin Scott,1,republican,67.6,67.6,8,GA,173983,True
harris-64905,harrisj,James,,Harris,James Harris,2,democrat,32.4,32.4,8,GA,83225,
collins-62270,collinsd,Doug,True,Collins,Doug Collins,1,republican,0.0,0.0,9,GA,0,True
hice-61020,hicej,Jody,True,Hice,Jody B. Hice,1,republican,0.0,0.0,10,GA,0,True
loudermilk-63369,loudermilkb,Barry,True,Loudermilk,Barry Loudermilk,1,republican,67.4,67.4,11,GA,217935,True
wilson-64903,wilsond,Don,,Wilson,Don Wilson,2,democrat,32.6,32.6,11,GA,105383,
allen-61316,allenr,Rick,True,Allen,Rick W. Allen,1,republican,61.6,61.6,12,GA,159492,True
mccracken-64898,mccrackent,Tricia,,McCracken,Tricia McCracken,2,democrat,38.4,38.4,12,GA,99420,
scott-1257,scottd,David,True,Scott,David Scott,1,democrat,0.0,0.0,13,GA,0,True
graves-53104,gravest,Tom,True,Graves,Tom Graves,1,republican,0.0,0.0,14,GA,0,True
hanabusa-53401,hanabusac,Colleen,,Hanabusa,Colleen Hanabusa,2,democrat,71.9,71.9,1,HI,145417,True
ostrov-65532,ostrovs,Shirlene,,Ostrov,Shirlene Ostrov,3,republican,22.7,22.7,1,HI,45958,
yim-65533,yima,Alan,,Yim,Alan Yim,4,libertarian,3.3,3.3,1,HI,6601,
griffin-63996,griffinc,Calvin,,Griffin,Calvin Griffin,1,nonpartisan,2.2,2.2,1,HI,4381,
gabbard-62589,gabbardt,Tulsi,True,Gabbard,Tulsi Gabbard,1,democrat,81.2,81.2,2,HI,170848,True
kaaihue-65535,kaaihuea,Angela,,Kaaihue,Angela Kaaihue,2,republican,18.8,18.8,2,HI,39668,
blum-62159,blumr,Rod,True,Blum,Rod Blum,1,republican,53.8,53.8,1,IA,206903,True
vernon-63571,vernonm,Monica,,Vernon,Monica Vernon,2,democrat,46.2,46.2,1,IA,177403,
loebsack-51537,loebsackd,Dave,True,Loebsack,Dave Loebsack,2,democrat,53.7,53.7,2,IA,198571,True
peters-65142,petersc,Christopher,,Peters,Christopher Peters,1,republican,46.3,46.3,2,IA,170933,
young-63579,youngd,David,True,Young,David Young,1,republican,53.5,53.5,3,IA,208598,True
mowrer-63580,mowrerj,Jim,,Mowrer,Jim Mowrer,2,democrat,39.8,39.8,3,IA,155002,
holder-64432,holderb,Bryan,,Holder,Bryan Holder,3,libertarian,3.9,3.9,3,IA,15372,
addy-65796,addyc,Claudia,,Addy,Claudia Addy,4,petitioning-candidate,1.6,1.6,3,IA,6348,
grandanette-63576,grandanettej,Joe,,Grandanette,Joe Grandanette,5,petitioning-candidate,1.2,1.2,3,IA,4518,
king-539,kings,Steve,True,King,Steve King,1,republican,61.3,61.3,4,IA,226719,True
weaver-65144,weaverk,Kim,,Weaver,Kim Weaver,2,democrat,38.7,38.7,4,IA,142993,
labrador-60527,labradorr,Raul,True,Labrador,Raúl R. Labrador,1,republican,68.2,68.2,1,ID,242252,True
piotrowski-64863,piotrowskij,James,,Piotrowski,James Piotrowski,2,democrat,31.8,31.8,1,ID,113052,
simpson-504,simpsonm,Mike,True,Simpson,Mike Simpson,2,republican,62.9,62.9,2,ID,205292,True
martinez-64866,martinezj,Jennifer,,Martinez,Jennifer Martinez,1,democrat,29.4,29.4,2,ID,95940,
tomkins-64867,tomkinsa,Anthony,,Tomkins,Anthony Tomkins,3,constitution,7.7,7.7,2,ID,25005,
rush-1263,rushb,Bobby,True,Rush,Bobby L. Rush,1,democrat,74.1,74.1,1,IL,234037,True
deuser-64662,deusera,August,,Deuser,August Deuser,2,republican,25.9,25.9,1,IL,81817,
kelly-53697,kellyr,Robin,True,Kelly,Robin Kelly,1,democrat,79.8,79.8,2,IL,235051,True
morrow-64721,morrowj,John,,Morrow,John Morrow,2,republican,20.2,20.2,2,IL,59471,
lipinski-50681,lipinskid,Dan,True,Lipinski,Daniel Lipinski,1,democrat,0.0,0.0,3,IL,0,True
gutierrez-1267,gutierrezl,Luis,True,Gutierrez,Luis V. Gutiérrez,1,democrat,0.0,0.0,4,IL,0,True
quigley-59914,quigleym,Mike,True,Quigley,Mike Quigley,1,democrat,67.8,67.8,5,IL,212842,True
kolber-64264,kolberv,Vince,,Kolber,Vince Kolber,2,republican,27.5,27.5,5,IL,86222,
sherman-64681,shermanr,Rob,,Sherman,Rob Sherman,3,green,4.7,4.7,5,IL,14657,
roskam-53825,roskamp,Peter,True,Roskam,Peter Roskam,2,republican,59.2,59.2,6,IL,208555,True
howland-64666,howlanda,Amanda,,Howland,Amanda Howland,1,democrat,40.8,40.8,6,IL,143591,
davis-59339,davisd,Danny,True,Davis,Danny K. Davis,1,democrat,84.2,84.2,7,IL,250584,True
leef-65644,leefj,Jeffrey,,Leef,Jeffrey Leef,2,republican,15.8,15.8,7,IL,46882,
krishnamoorthi-61644,krishnamoorthir,Raja,,Krishnamoorthi,Raja Krishnamoorthi,1,democrat,58.3,58.3,8,IL,144954,True
dicianni-64717,diciannip,Pete,,DiCianni,Pete DiCianni,2,republican,41.7,41.7,8,IL,103617,
schakowsky-1275,schakowskyj,Jan,True,Schakowsky,Jan Schakowsky,1,democrat,66.5,66.5,9,IL,217306,True
mccarthy-lasonde-64719,mccarthy_lasondej,Joan,,McCarthy Lasonde,Joan McCarthy Lasonde,2,republican,33.5,33.5,9,IL,109550,
schneider-61646,schneiderb,Brad,,Schneider,Brad Schneider,1,democrat,52.6,52.6,10,IL,150435,True
dold-60158,doldr,Robert,True,Dold,Robert J. Dold,2,republican,47.4,47.4,10,IL,135535,
foster-58367,fosterb,Bill,True,Foster,Bill Foster,1,democrat,60.4,60.4,11,IL,166578,True
khouri-64671,khourit,Tonia,,Khouri,Tonia Khouri,2,republican,39.6,39.6,11,IL,108995,
bost-15698,bostm,Mike,True,Bost,Mike Bost,2,republican,54.3,54.3,12,IL,169976,True
baricevic-64720,baricevicc,C.J.,,Baricevic,C.J. Baricevic,1,democrat,39.7,39.7,12,IL,124246,
bradshaw-62251,bradshawp,Paula,,Bradshaw,Paula Bradshaw,3,green,6.0,6.0,12,IL,18780,
davis-16089,davisr,Rodney,True,Davis,Rodney Davis,2,republican,59.7,59.7,13,IL,187583,True
wicklund-64718,wicklundm,Mark,,Wicklund,Mark Wicklund,1,democrat,40.3,40.3,13,IL,126811,
hultgren-53754,hultgrenr,Randy,True,Hultgren,Randy Hultgren,2,republican,59.3,59.3,14,IL,200508,True
walz-64676,walzj,Jim,,Walz,Jim Walz,1,democrat,40.7,40.7,14,IL,137589,
shimkus-1285,shimkusj,John,True,Shimkus,John Shimkus,1,republican,0.0,0.0,15,IL,0,True
kinzinger-60166,kinzingera,Adam,True,Kinzinger,Adam Kinzinger,1,republican,0.0,0.0,16,IL,0,True
bustos-61657,bustosc,Cheri,True,Bustos,Cheri Bustos,1,democrat,60.3,60.3,17,IL,173125,True
harlan-64679,harlanp,Patrick,,Harlan,Patrick Harlan,2,republican,39.7,39.7,17,IL,113943,
lahood-16982,lahoodd,Darin,True,LaHood,Darin LaHood,2,republican,72.1,72.1,18,IL,250506,True
rodriguez-65645,rodriguezj,Junius,,Rodriguez,Junius Rodriguez,1,democrat,27.9,27.9,18,IL,96770,
visclosky-422,viscloskyp,Peter,True,Visclosky,Peter J. Visclosky,1,democrat,81.5,81.5,1,IN,207515,True
dunn-64230,dunnd,Donna,,Dunn,Donna Dunn,2,libertarian,18.5,18.5,1,IN,47051,
walorski-60423,walorskij,Jackie,True,Walorski,Jackie Walorski,3,republican,59.3,59.3,2,IN,164355,True
coleman-64754,colemanl,Lynn,,Coleman,Lynn Coleman,1,democrat,36.9,36.9,2,IN,102401,
cenkush-65429,cenkushr,Ron,,Cenkush,Ron Cenkush,2,libertarian,3.8,3.8,2,IN,10601,
banks-64756,banksj,Jim,,Banks,Jim Banks,3,republican,70.1,70.1,3,IN,201396,True
schrader-61677,schradert,Tommy,,Schrader,Tommy Schrader,1,democrat,23.0,23.0,3,IN,66023,
snyder-65430,snyderp,Pepper,,Snyder,Pepper Snyder,2,libertarian,6.9,6.9,3,IN,19828,
rokita-19081,rokitat,Todd,True,Rokita,Todd Rokita,3,republican,64.6,64.6,4,IN,193412,True
dale-63317,dalej,John,,Dale,John Dale,1,democrat,30.5,30.5,4,IN,91256,
mayoras-65646,mayorass,Steven,,Mayoras,Steven Mayoras,2,libertarian,4.9,4.9,4,IN,14766,
brooks-61698,brookss,Susan,True,Brooks,Susan W. Brooks,3,republican,61.5,61.5,5,IN,221957,True
demaree-64760,demareea,Angela,,Demaree,Angela Demaree,1,democrat,34.3,34.3,5,IN,123849,
wittlief-65431,wittliefm,Matthew,,Wittlief,Matthew Wittlief,2,libertarian,4.2,4.2,5,IN,15329,
messer-53892,messerl,Luke,True,Messer,Luke Messer,3,republican,69.1,69.1,6,IN,204920,True
welsh-51511,welshb,Barry,,Welsh,Barry Welsh,1,democrat,26.7,26.7,6,IN,79135,
turvey-65647,turveyr,Rich,,Turvey,Rich Turvey,2,libertarian,4.2,4.2,6,IN,12330,
carson-57849,carsona,Andre,True,Carson,André Carson,1,democrat,60.0,60.0,7,IN,158739,True
ping-59383,pingc,Catherine,,Ping,Catherine Ping,3,republican,35.7,35.7,7,IN,94456,
thompson-65432,thompsond,Drew,,Thompson,Drew Thompson,2,libertarian,4.3,4.3,7,IN,11475,
bucshon-60421,bucshonl,Larry,True,Bucshon,Larry Bucshon,3,republican,63.7,63.7,8,IN,187702,True
drake-64771,draker,Ron,,Drake,Ron Drake,1,democrat,31.7,31.7,8,IN,93356,
horning-732,horninga,Andrew,,Horning,Andrew Horning,2,libertarian,4.6,4.6,8,IN,13655,
hollingsworth-64768,hollingswortht,Trey,,Hollingsworth,Trey Hollingsworth,3,republican,54.1,54.1,9,IN,174791,True
yoder-61693,yoders,Shelli,,Yoder,Shelli Yoder,1,democrat,40.5,40.5,9,IN,130627,
brooksbank-65433,brooksbankr,Russell,,Brooksbank,Russell Brooksbank,2,libertarian,5.4,5.4,9,IN,17425,
marshall-65324,marshallr,Roger,,Marshall,Roger Marshall,1,republican,66.1,66.1,1,KS,169992,True
lapolice-64072,lapolicea,Alan,,LaPolice,Alan LaPolice,3,independent,26.3,26.3,1,KS,67739,
burt-65685,burtk,Kerry,,Burt,Kerry Burt,2,libertarian,7.5,7.5,1,KS,19366,
jenkins-19867,jenkinsl,Lynn,True,Jenkins,Lynn Jenkins,2,republican,60.9,60.9,2,KS,181228,True
potter-65325,potterb,Britani,,Potter,Britani Potter,1,democrat,32.6,32.6,2,KS,96840,
bales-65686,balesj,James,,Bales,James Bales,3,libertarian,6.5,6.5,2,KS,19333,
yoder-54005,yoderk,Kevin,True,Yoder,Kevin Yoder,2,republican,51.3,51.3,3,KS,176022,True
sidie-65328,sidiej,Jay,,Sidie,Jay Sidie,1,democrat,40.6,40.6,3,KS,139300,
hohe-65687,hohes,Steven,,Hohe,Steven Hohe,3,libertarian,8.1,8.1,3,KS,27791,
pompeo-60768,pompeom,Mike,True,Pompeo,Mike Pompeo,2,republican,60.7,60.7,4,KS,166998,True
giroux-65330,girouxd,Daniel,,Giroux,Daniel Giroux,1,democrat,29.6,29.6,4,KS,81495,
allen-65797,allenm,Miranda,,Allen,Miranda Allen,4,independent,6.9,6.9,4,KS,19021,
bakken-65688,bakkeng,Gordon,,Bakken,Gordon Bakken,3,libertarian,2.8,2.8,4,KS,7737,
comer-54203,comerj,James,,Comer,James Comer,1,republican,72.6,72.6,1,KY,216959,True
gaskins-64847,gaskinss,Samuel,,Gaskins,Samuel Gaskins,2,democrat,27.4,27.4,1,KY,81710,
guthrie-54282,guthrieb,Brett,True,Guthrie,Brett Guthrie,1,republican,0.0,0.0,2,KY,0,True
yarmuth-51522,yarmuthj,John,True,Yarmuth,John Yarmuth,2,democrat,63.5,63.5,3,KY,212401,True
bratcher-64858,bratcherh,Harold,,Bratcher,Harold Bratcher,1,republican,36.5,36.5,3,KY,122093,
corley-64851,corleye,Everett,,Corley,Everett Corley,3,other,0.0,0.0,3,KY,0,
massie-61880,massiet,Thomas,True,Massie,Thomas Massie,1,republican,71.3,71.3,4,KY,233922,True
sidle-64852,sidlec,Calvin,,Sidle,Calvin Sidle,2,democrat,28.7,28.7,4,KY,94065,
rogers-208,rogersh,Hal,True,Rogers,Harold Rogers,1,republican,0.0,0.0,5,KY,0,True
barr-60705,barra,Andy,True,Barr,Andy Barr,1,republican,61.1,61.1,6,KY,202099,True
kemper-64854,kempern,Nancy Jo,,Kemper,Nancy Jo Kemper,2,democrat,38.9,38.9,6,KY,128728,
scalise-54369,scalises,Steve,True,Scalise,Steve Scalise,5,republican,74.6,74.6,1,LA,243645,True
dugas-64460,dugasl,Lee Ann,,Dugas,Lee Ann Dugas,2,democrat,12.8,12.8,1,LA,41840,
faust-65605,faustd,Danil,,Faust,Danil Faust,3,democrat,3.9,3.9,1,LA,12708,
kearney-65606,kearneyh,Howard,,Kearney,Howard Kearney,4,libertarian,2.9,2.9,1,LA,9405,
swider-65603,swiderj,Joe,,Swider,Joe Swider,6,democrat,2.8,2.8,1,LA,9237,
barron-63138,barrone,Eliot,,Barron,Eliot Barron,1,green,2.1,2.1,1,LA,6717,
yang-65604,yangc,Chuemai,,Yang,Chuemai Yang,7,no-party-affiliation,1.0,1.0,1,LA,3236,
richmond-54388,richmondc,Cedric,True,Richmond,Cedric L. Richmond,3,democrat,69.8,69.8,2,LA,198289,True
holden-65607,holdenk,Kip,,Holden,Kip Holden,2,democrat,20.1,20.1,2,LA,57125,
cutno-65608,cutnok,Kenneth,,Cutno,Kenneth Cutno,1,democrat,10.2,10.2,2,LA,28855,
higgins-65612,higginsc,Clay,,Higgins,Clay Higgins,2,republican,56.1,56.1,3,LA,77670,True
angelle-64517,angelles,Scott,,Angelle,Scott Angelle,1,republican,43.9,43.9,3,LA,60760,
johnson-65700,johnsonm,Mike,,Johnson,Mike Johnson,1,republican,65.2,65.2,4,LA,87369,True
jones-65694,jonesm,Marshall,,Jones,Marshall Jones,2,democrat,34.8,34.8,4,LA,46578,
abraham-64084,abrahamr,Ralph,True,Abraham,Ralph Abraham,1,republican,81.6,81.6,5,LA,208545,True
burkette-65699,burketteb,Billy,,Burkette,Billy Burkette,2,republican,18.4,18.4,5,LA,47117,
graves-64093,gravesg,Garret,True,Graves,Garret Graves,4,republican,62.7,62.7,6,LA,207483,True
lieberman-64091,liebermanr,Richard,,Lieberman,Richard Lieberman,5,democrat,14.9,14.9,6,LA,49380,
bell-64096,bellb,Bob,,Bell,Bob Bell,1,republican,10.1,10.1,6,LA,33592,
sampson-65697,sampsonj,Jermaine,,Sampson,Jermaine Sampson,6,democrat,9.0,9.0,6,LA,29822,
fontanesi-50937,fontanesir,Richard,,Fontanesi,Richard Fontanesi,2,libertarian,2.3,2.3,6,LA,7603,
graham-65696,grahamd,Devin,,Graham,Devin Graham,3,other,1.0,1.0,6,LA,3218,
neal-882,nealr,Richard,True,Neal,Richard E. Neal,1,democrat,73.5,73.5,1,MA,235803,True
mayock-64435,mayockf,Frederick,,Mayock,Frederick Mayock,2,independent,17.9,17.9,1,MA,57504,
simmons-65438,simmonst,Thomas,,Simmons,Thomas Simmons,3,libertarian,8.6,8.6,1,MA,27511,
mcgovern-883,mcgovernj,Jim,True,McGovern,Jim McGovern,1,democrat,0.0,0.0,2,MA,0,True
tsongas-59617,tsongasn,Niki,True,Tsongas,Niki Tsongas,1,democrat,68.8,68.8,3,MA,236713,True
wofford-63940,wofforda,Ann,,Wofford,Ann Wofford,2,republican,31.2,31.2,3,MA,107519,
kennedy-60122,kennedyj,Joe,True,Kennedy,Joe Kennedy,1,democrat,70.2,70.2,4,MA,265823,True
rosa-62725,rosad,David,,Rosa,David Rosa,2,republican,29.8,29.8,4,MA,113055,
clark-63056,clarkk,Katherine,True,Clark,Katherine Clark,1,democrat,0.0,0.0,5,MA,0,True
moulton-63945,moultons,Seth,True,Moulton,Seth Moulton,1,democrat,0.0,0.0,6,MA,0,True
capuano-889,capuanom,Mike,True,Capuano,Michael E. Capuano,1,democrat,0.0,0.0,7,MA,0,True
lynch-890,lynchs,Stephen,True,Lynch,Stephen F. Lynch,1,democrat,72.5,72.5,8,MA,271019,True
burke-65439,burkew,William,,Burke,William Burke,2,republican,27.5,27.5,8,MA,102744,
keating-22757,keatingb,Bill,True,Keating,Bill Keating,1,democrat,55.8,55.8,9,MA,211790,True
alliegro-63946,alliegrom,Mark,,Alliegro,Mark Alliegro,2,republican,33.7,33.7,9,MA,127803,
harrington-65823,harringtonp,Paul,,Harrington,Paul Harrington,4,independent,6.9,6.9,9,MA,26233,
cataldo-65437,cataldoc,Christopher,,Cataldo,Christopher Cataldo,3,unenrolled,2.2,2.2,9,MA,8338,
raduc-65824,raduca,Anna Grace,,Raduc,Anna Grace Raduc,5,unenrolled,1.4,1.4,9,MA,5320,
harris-58831,harrisa,Andy,True,Harris,Andy Harris,1,republican,67.1,67.1,1,MD,242574,True
werner-64811,wernerj,Joe,,Werner,Joe Werner,2,democrat,28.7,28.7,1,MD,103622,
beers-65568,beersm,Matt,,Beers,Matt Beers,3,libertarian,4.3,4.3,1,MD,15370,
ruppersberger-1055,ruppersbergerd,Dutch,True,Ruppersberger,C.A. Dutch Ruppersberger,2,democrat,62.2,62.2,2,MD,192183,True
mcdonough-54651,mcdonoughp,Pat,,McDonough,Pat McDonough,1,republican,33.2,33.2,2,MD,102577,
kasprzak-65569,kasprzakk,Kristin,,Kasprzak,Kristin Kasprzak,3,libertarian,4.6,4.6,2,MD,14128,
sarbanes-51603,sarbanesj,John,True,Sarbanes,John Sarbanes,2,democrat,63.3,63.3,3,MD,214640,True
plaster-64787,plasterm,Mark,,Plaster,Mark Plaster,1,republican,33.9,33.9,3,MD,115048,
eze-65570,ezen,Nnabu,,Eze,Nnabu Eze,3,green,2.8,2.8,3,MD,9461,
brown-54705,browna,Anthony,,Brown,Anthony Brown,2,democrat,74.2,74.2,4,MD,237501,True
mcdermott-28197,mcdermottg,George,,McDermott,George McDermott,1,republican,21.5,21.5,4,MD,68670,
clark-65702,clarkk,Kamesha,,Clark,Kamesha Clark,4,green,2.6,2.6,4,MD,8204,
krause-65811,krauseb,Benjamin,,Krause,Benjamin Krause,3,libertarian,1.8,1.8,4,MD,5744,
hoyer-1061,hoyers,Steny,True,Hoyer,Steny H. Hoyer,2,democrat,67.5,67.5,5,MD,242989,True
arness-63871,arnessm,Mark,,Arness,Mark Arness,1,republican,29.4,29.4,5,MD,105931,
summers-65703,summersj,Jason,,Summers,Jason Summers,3,libertarian,3.1,3.1,5,MD,11078,
delaney-61562,delaneyj,John,True,Delaney,John Delaney,2,democrat,56.0,56.0,6,MD,185770,True
hoeber-64800,hoebera,Amie,,Hoeber,Amie Hoeber,1,republican,40.1,40.1,6,MD,133081,
howser-65571,howserd,David,,Howser,David Howser,3,libertarian,2.1,2.1,6,MD,6889,
gluck-62463,gluckg,George,,Gluck,George Gluck,4,green,1.8,1.8,6,MD,5824,
cummings-1064,cummingse,Elijah,True,Cummings,Elijah E. Cummings,2,democrat,75.1,75.1,7,MD,238838,True
vaughn-1949,vaughnc,Corrogan,,Vaughn,Corrogan Vaughn,1,republican,21.9,21.9,7,MD,69556,
hoenig-65812,hoenigm,Myles,,Hoenig,Myles Hoenig,3,green,3.1,3.1,7,MD,9715,
raskin-64804,raskinj,Jamie,,Raskin,Jamie Raskin,2,democrat,60.7,60.7,8,MD,220657,True
cox-64816,coxd,Dan,,Cox,Dan Cox,1,republican,34.3,34.3,8,MD,124651,
wallace-65573,wallacen,Nancy,,Wallace,Nancy Wallace,4,green,3.1,3.1,8,MD,11201,
wunder-65572,wunderj,Jasen,,Wunder,Jasen Wunder,3,libertarian,2.0,2.0,8,MD,7283,
pingree-59613,pingreec,Chellie,True,Pingree,Chellie Pingree,2,democrat,58.0,58.0,1,ME,227546,True
holbrook-65177,holbrookm,Mark,,Holbrook,Mark Holbrook,1,republican,42.0,42.0,1,ME,164569,
poliquin-60410,poliquinb,Bruce,True,Poliquin,Bruce Poliquin,2,republican,54.8,54.8,2,ME,192878,True
cain-63808,caine,Emily,,Cain,Emily Cain,1,democrat,45.2,45.2,2,ME,159081,
bergman-65336,bergmanj,Jack,,Bergman,Jack Bergman,1,republican,54.9,54.9,1,MI,197777,True
johnson-65344,johnsonl,Lon,,Johnson,Lon Johnson,2,democrat,40.1,40.1,1,MI,144334,
bostow-65675,bostowd,Diane,,Bostow,Diane Bostow,3,libertarian,3.7,3.7,1,MI,13386,
boal-61166,boale,Ellis,,Boal,Ellis Boal,4,green,1.3,1.3,1,MI,4774,
huizenga-55092,huizengab,Bill,True,Huizenga,Bill Huizenga,1,republican,62.6,62.6,2,MI,212508,True
murphy-65345,murphyd,Dennis,,Murphy,Dennis Murphy,2,democrat,32.5,32.5,2,MI,110391,
haas-23958,haase,Erwin,,Haas,Erwin Haas,3,libertarian,2.4,2.4,2,MI,8154,
brady-65676,bradym,Matthew,,Brady,Matthew Brady,5,green,1.6,1.6,2,MI,5353,
graeser-779,graeserr,Ronald,,Graeser,Ronald Graeser,4,us-taxpayers,0.9,0.9,2,MI,2904,
amash-61070,amashj,Justin,True,Amash,Justin Amash,1,republican,59.5,59.5,3,MI,203545,True
smith-65346,smithd,Douglas,,Smith,Douglas Smith,2,democrat,37.5,37.5,3,MI,128400,
gerrard-61172,gerrardt,Ted,,Gerrard,Ted Gerrard,3,us-taxpayers,3.0,3.0,3,MI,10420,
moolenaar-55100,moolenaarj,John,True,Moolenaar,John Moolenaar,1,republican,61.6,61.6,4,MI,194572,True
wirth-62357,wirthd,Debra,,Wirth,Debra Wirth,2,democrat,32.1,32.1,4,MI,101277,
schwartz-51960,schwartzl,Leonard,,Schwartz,Leonard Schwartz,3,libertarian,2.7,2.7,4,MI,8516,
zimmer-59817,zimmerg,George,,Zimmer,George Zimmer,4,us-taxpayers,1.8,1.8,4,MI,5595,
salvi-65678,salvij,Jordan,,Salvi,Jordan Salvi,5,green,1.3,1.3,4,MI,3953,
butkovich-65677,butkovichk,Keith,,Butkovich,Keith Butkovich,6,natural-law,0.6,0.6,4,MI,1838,
kildee-62406,kildeed,Daniel,True,Kildee,Dan Kildee,2,democrat,61.2,61.2,5,MI,195279,True
hardwick-64106,hardwicka,Al,,Hardwick,Al Hardwick,1,republican,35.1,35.1,5,MI,112102,
sluka-65679,slukas,Steve,,Sluka,Steve Sluka,3,libertarian,2.2,2.2,5,MI,7006,
mikkelson-786,mikkelsonh,Harley,,Mikkelson,Harley Mikkelson,4,green,1.5,1.5,5,MI,4904,
upton-788,uptonf,Fred,True,Upton,Fred Upton,1,republican,58.7,58.7,6,MI,193259,True
clements-64109,clementsp,Paul,,Clements,Paul Clements,2,democrat,36.4,36.4,6,MI,119980,
wenke-55065,wenkel,Lorence,,Wenke,Lorence Wenke,3,libertarian,4.9,4.9,6,MI,16248,
walberg-25659,walbergt,Tim,True,Walberg,Tim Walberg,1,republican,55.1,55.1,7,MI,184321,True
driskell-65337,driskellg,Gretchen,,Driskell,Gretchen Driskell,2,democrat,40.0,40.0,7,MI,134010,
proctor-790,proctork,Ken,,Proctor,Ken Proctor,3,libertarian,4.9,4.9,7,MI,16476,
bishop-23088,bishopm,Mike,True,Bishop,Mike Bishop,1,republican,56.0,56.0,8,MI,205629,True
shkreli-65801,shkrelis,Suzanna,,Shkreli,Suzanna Shkreli,2,democrat,39.2,39.2,8,MI,143791,
wood-52731,woodj,Jeff,,Wood,Jeff Wood,3,libertarian,2.6,2.6,8,MI,9619,
green-65680,greenm,Maria,,Green,Maria Green,4,green,1.5,1.5,8,MI,5679,
burgess-64480,burgessj,Jeremy,,Burgess,Jeremy Burgess,5,natural-law,0.6,0.6,8,MI,2250,
levin-802,levins,Sander,True,Levin,Sander M. Levin,2,democrat,57.9,57.9,9,MI,199661,True
morse-65339,morsec,Christopher,,Morse,Christopher Morse,1,republican,37.4,37.4,9,MI,128937,
orlando-65681,orlandom,Matthew,,Orlando,Matthew Orlando,3,libertarian,2.8,2.8,9,MI,9563,
mcdermott-64447,mcdermottj,John,,McDermott,John McDermott,4,green,1.9,1.9,9,MI,6614,
mitchell-64105,mitchellp,Paul,,Mitchell,Paul Mitchell,1,republican,63.1,63.1,10,MI,215132,True
accavitti-55044,accavittif,Frank,,Accavitti,Frank Accavitti,2,democrat,32.3,32.3,10,MI,110112,
gioia-65682,gioial,Lisa,,Gioia,Lisa Gioia,3,libertarian,3.1,3.1,10,MI,10612,
nofs-65683,nofsb,Benjamin,,Nofs,Benjamin Nofs,4,green,1.5,1.5,10,MI,5127,
trott-64115,trottd,Dave,True,Trott,Dave Trott,1,republican,52.9,52.9,11,MI,200872,True
kumar-64116,kumara,Anil,,Kumar,Anil Kumar,2,democrat,40.2,40.2,11,MI,152461,
bentivolio-62359,bentivoliok,Kerry,,Bentivolio,Kerry Bentivolio,4,independent,4.4,4.4,11,MI,16610,
osment-65689,osmentj,Jonathan,,Osment,Jonathan Osment,3,libertarian,2.5,2.5,11,MI,9545,
dingell-64120,dingelld,Debbie,True,Dingell,Debbie Dingell,2,democrat,64.3,64.3,12,MI,211378,True
jones-65350,jonesj,Jeff,,Jones,Jeff Jones,1,republican,29.3,29.3,12,MI,96104,
walkowicz-64450,walkowiczg,Gary,,Walkowicz,Gary Walkowicz,5,working-class,2.8,2.8,12,MI,9183,
